X,Y,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY_,PROJ_CODE,PROJ_TITLE,WEB_LINK,EXTRACT_DA,Ag_SITES,Au_SITES,Bi_SITES,Co_SITES,Cu_SITES,Dmd_SITES,Fe_SITES,Gr_SITES,Li_SITES,Mn_SITES,Nb_SITES,Ni_SITES,Pb_SITES,PGE_SITES,Ptsh_SITES,REE_SITES,Sn_SITES,Ta_SITES,V_SITES,W_SITES,Zn_SITES
118.042409913588,-24.0341363377447,S0028487,Andes West 1,Andes West 1,"Zn, Ag, Cu",Prospect,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04465,Andes,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0028487,2021/04/29,Ag Unclassified,,,,Cu Prospect,,,,,,,,,,,,,,,,Zn Prospect
116.376610289859,-24.0216065023254,S0023828,Tabletop Well,Tabletop Well,"Pb, Cu",Prospect,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0023828,2021/04/29,,,,,Cu Prospect,,,,,,,,Pb Prospect,,,,,,,,
117.993140047313,-24.0191063798167,S0028485,Andes West 2,Andes West 2,"Zn, Ag, Cu",Prospect,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04465,Andes,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0028485,2021/04/29,Ag Unclassified,,,,Cu Prospect,,,,,,,,,,,,,,,,Zn Prospect
117.711670177446,-23.9929064863609,S0024388,Hughes (Zn Cu Pb),Hughes (Zn Cu Pb),"Zn, Cu, Pb",Occurrence,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024388,2021/04/29,,,,,Cu Occurrence,,,,,,,,Pb Occurrence,,,,,,,,Zn Occurrence
117.911829989591,-23.9858363814584,S0024392,Pingandy Well SE,Pingandy Well SE,"Cu, Pb",Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024392,2021/04/29,,,,,Cu Occurrence,,,,,,,,Pb Occurrence,,,,,,,,
117.627500243792,-23.9457665148967,S0024389,Warne Valley,Warne Valley,"Zn, Cu",Occurrence,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04466,Warne Valley,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024389,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,Zn Occurrence
115.579475633894,-23.9014178846958,S0024241,Mangaroon West,Mangaroon West,"Brt, Cu",Prospect,Costean/Trench,Undeveloped,BARITE,INDUSTRIAL MINERAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024241,2021/04/29,,,,,Cu Unclassified,,,,,,,,,,,,,,,,
117.508930293503,-23.8859665203046,S0024391,Border - Peebeezee,Border - Peebeezee,"Zn, Cu",Occurrence,Outcrop,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04466,Warne Valley,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024391,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,Zn Occurrence
115.748660414594,-23.8718264603419,S0024180,Star of Mangaroon South,Star of Mangaroon South,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024180,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
115.74540041367,-23.8603664527393,S0024182,Star of Mangaroon North 1,Star of Mangaroon North 1,"Pb, Cu, Au",Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024182,2021/04/29,,Au Unclassified,,,Cu Mine,,,,,,,,Pb Mine,,,,,,,,
115.739660420866,-23.8564364642493,S0023772,Mangaroon (Pb),Mangaroon (Pb),"Cu, Pb, Ag, Au",Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0023772,2021/04/29,Ag Unclassified,Au Unclassified,,,Cu Mine,,,,,,,,Pb Mine,,,,,,,,
115.73961142099,-23.8563574643917,S0017178,Mangaroon / McDonald (09),Mangaroon / McDonald,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0017178,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
115.73961142099,-23.8563574643917,S0018503,Mangaroon (70),Mangaroon,"Cu, Pb, Ag",Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0018503,2021/04/29,Ag Unclassified,,,,Cu Mine,,,,,,,,Pb Mine,,,,,,,,
117.829060607743,-23.8512865656147,S0032008,Civilization Bore Cu,Civilization Bore Cu,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032008,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.241400277907,-23.8138964723656,S0032155,Fords Creek West,Fords Creek West,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032155,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.590910208926,-23.8110264970881,S0032012,CRA Au Cu,CRA Au Cu,"Au, Cu",Occurrence,Unspecified,Undeveloped,GOLD,PRECIOUS METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032012,2021/04/29,,Au Occurrence,,,Cu Unclassified,,,,,,,,,,,,,,,,
115.701907436423,-23.8025874879035,S0003174,Two Peaks - Mangaroon,Two Peaks,"Au, Ag, Cu, Pb",Deposit,Unspecified,Undeveloped,GOLD,PRECIOUS METAL,J00222,Mangaroon,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0003174,2021/04/29,Ag Unclassified,Au Deposit,,,Cu Unclassified,,,,,,,,Pb Unclassified,,,,,,,,
117.580850226768,-23.8006265002563,S0024370,Charlie Creek 5 Cu,Charlie Creek 5 Cu,Cu,Prospect,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024370,2021/04/29,,,,,Cu Prospect,,,,,,,,,,,,,,,,
117.598310206057,-23.7986564930107,S0032016,Charlie Creek 4 Cu,Charlie Creek 4 Cu,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032016,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.587430211842,-23.7986164944662,S0024369,Charlie Creek 3 Cu,Charlie Creek 3 Cu,"Cu, Zn, Pb, Au",Prospect,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024369,2021/04/29,,Au Unclassified,,,Cu Prospect,,,,,,,,Pb Prospect,,,,,,,,Zn Prospect
117.594700205911,-23.7975664923892,S0032015,Charlie Creek 2 Cu,Charlie Creek 2 Cu,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032015,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.589450207152,-23.7972764924199,S0032014,Charlie Creek 1 Cu,Charlie Creek 1 Cu,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032014,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.598800205547,-23.7960364920711,S0032013,Charlie Creek E Au Cu,Charlie Creek E Au Cu,"Au, Cu",Occurrence,Unspecified,Undeveloped,GOLD,PRECIOUS METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032013,2021/04/29,,Au Occurrence,,,Cu Unclassified,,,,,,,,,,,,,,,,
117.539920249788,-23.7933465061468,S0032009,Mt Boggola West Cu,Mt Boggola W Cu,Cu,Occurrence,Outcrop,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04467,Mt Boggola West,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032009,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.575510230771,-23.775476493613,S0032011,Boggola North Cu,Boggola N Cu,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032011,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.693308201204,-23.7708964897411,S0023240,Stadlers,Stadlers,"Cu, Au, Ag",Prospect,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J03424,Mt Boggola,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0023240,2021/04/29,Ag Unclassified,Au Unclassified,,,Cu Prospect,,,,,,,,,,,,,,,,
115.718200214432,-23.7657365059746,S0024176,Two Peaks Base Metals,Two Peaks (U Cu),"Cu, U, Pb, Zn",Occurrence,Outcrop,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04170,Yannarie - Two Peaks,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024176,2021/04/29,,,,,Cu Occurrence,,,,,,,,Pb Occurrence,,,,,,,,Zn Occurrence
117.064653486149,-23.7618554695954,S0224080,The Knot,The Knot,"Cu, Pb, Zn, Co",Occurrence,Outcrop,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J03770,The Knot - Capricorn,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0224080,2021/04/29,,,,Co Unclassified,Cu Occurrence,,,,,,,,Pb Occurrence,,,,,,,,Zn Occurrence
115.619830309511,-23.7466066168656,S0024360,Reynolds Creek,Reynolds Creek,"Pt, Pd, Au, Cu, Ni, Ag",Occurrence,Outcrop,Undeveloped,CHROMITE - PLATINOIDS,PRECIOUS METAL,J05790,Mangaroon Ni-Cu-PGE-Au,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024360,2021/04/29,Ag Unclassified,Au Unclassified,,,Cu Unclassified,,,,,,,Ni Unclassified,,PGE Occurrence,,,,,,,
115.641850217716,-23.7318165771292,S0030772,Mitchell's Find,Mitchell's Find,"Cu, Au, Ag, Pb",Occurrence,Shallow workings,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J05790,Mangaroon Ni-Cu-PGE-Au,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0030772,2021/04/29,Ag Unclassified,Au Unclassified,,,Cu Occurrence,,,,,,,,Pb Occurrence,,,,,,,,
115.626885288335,-23.729947564872,S0239145,Lumpy's Find,Lumpy's Find,"Cu, Ni, Pt, Pd, Au, Ag",Prospect,Shallow workings,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J05790,Mangaroon Ni-Cu-PGE-Au,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0239145,2021/04/29,Ag Unclassified,Au Unclassified,,,Cu Prospect,,,,,,,Ni Unclassified,,PGE Unclassified,,,,,,,
117.577260155652,-23.718266569239,S0024371,Ciccarellis,Ciccarellis,"Cu, Au",Prospect,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024371,2021/04/29,,Au Unclassified,,,Cu Prospect,,,,,,,,,,,,,,,,
117.565470148893,-23.7169565940185,S0024372,McLeods,McLeods,"Cu, Au",Prospect,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024372,2021/04/29,,Au Unclassified,,,Cu Prospect,,,,,,,,,,,,,,,,
115.581740662309,-23.6723262838239,S0024173,High Range (Zn),High Range (Zn),"Zn, Cu, Pb",Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024173,2021/04/29,,,,,Cu Occurrence,,,,,,,,Pb Occurrence,,,,,,,,Zn Occurrence
115.634460295122,-23.6721663676658,S0023773,High Range-Daniels,High Range-Daniels,"Cu, Zn, U",Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J05790,Mangaroon Ni-Cu-PGE-Au,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0023773,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,Zn Occurrence
115.538051023526,-23.6457461417665,S0024172,High Range (Cu),High Range (Cu),Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024172,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
116.026870378455,-23.5956564357389,S0029870,Illirie Creek,Illirie Creek,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0029870,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.082920417188,-23.5765466218173,S0023844,Donnellys,Donnellys,"Cu, Au, Ag",Prospect,Outcrop,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J04026,Donnellys,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0023844,2021/04/29,Ag Unclassified,Au Unclassified,,,Cu Prospect,,,,,,,,,,,,,,,,
117.669643361264,-23.5678780337388,S0229567,Green Elephant,Green Elephant,"Cu, Au, Zn, Pb",Prospect,Costean/Trench,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J03152,Mt Elephant,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0229567,2021/04/29,,Au Unclassified,,,Cu Prospect,,,,,,,,Pb Prospect,,,,,,,,Zn Prospect
115.967000408505,-23.5309264362526,S0024203,Anomaly A,Anomaly A,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024203,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
115.988570455589,-23.527666464468,S0023774,Anomaly C (b),Anomaly C (b),"Cu, Zn",Occurrence,Outcrop,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0023774,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,Zn Occurrence
115.978380433993,-23.5154064573462,S0222847,Anomaly C (a),Anomaly C (a),"Cu, Zn",Occurrence,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0222847,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,Zn Occurrence
115.676014264041,-23.5099650973884,S0017716,Latham (08),Latham,"Pb, Cu, Ag",Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0017716,2021/04/29,Ag Unclassified,,,,Cu Mine,,,,,,,,Pb Mine,,,,,,,,
117.389811453591,-23.4943362398273,S0017682,Ashburton Downs / Cumming (08),Ashburton Downs / Cumming,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0017682,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
117.134707454362,-23.482095618072,S0017688,Ashburton Downs / Moloney (08),Ashburton Downs / Moloney,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0017688,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
117.294700468883,-23.4820863086803,S0024164,Goobaroo Pool,Goobaroo Pool,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024164,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
117.508310479101,-23.4819259744192,S0022087,Mt Elephant,Mt Elephant,"Cu, Au, Zn, Pb",Prospect,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J03152,Mt Elephant,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022087,2021/04/29,,Au Unclassified,,,Cu Prospect,,,,,,,,Pb Prospect,,,,,,,,Zn Prospect
116.698401359638,-23.4755668535919,S0024385,Lloyd (WAMIN),Lloyd,"Zn, Cu",Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J05750,Bangemall,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0024385,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,Zn Occurrence
117.485690510717,-23.4687759974892,S0032029,Mt Elephant North West,Mt Elephant NW,"Au, Cu",Occurrence,Outcrop,Undeveloped,GOLD,PRECIOUS METAL,J03152,Mt Elephant,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0032029,2021/04/29,,Au Occurrence,,,Cu Unclassified,,,,,,,,,,,,,,,,
117.491450499767,-23.4686560001264,S0030696,Mt Elephant North,Mt Elephant N,"Cu, Au",Prospect,Drillhole,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,J03152,Mt Elephant,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0030696,2021/04/29,,Au Unclassified,,,Cu Prospect,,,,,,,,,,,,,,,,
116.996530857348,-23.4548668177994,S0031338,Station Creek South 4,Station Creek South 4,"Cu, Brt",Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031338,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
116.9942009044,-23.4538668252266,S0031339,Station Creek South 3,Station Creek South 3,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031339,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.259509429982,-23.4533363618454,S0017680,Ashburton Downs / Ashburton Mining (08),Ashburton Downs / Ashburton Mi,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0017680,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
116.991230969378,-23.4525368349665,S0031341,Station Creek South 2,Station Creek South 2,Cu,Occurrence,Unspecified,Undeveloped,COPPER - LEAD - ZINC,BASE METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031341,2021/04/29,,,,,Cu Occurrence,,,,,,,,,,,,,,,,
117.254107425081,-23.4515363707188,S0017681,Ashburton Downs / Copper Cons (08),Ashburton Downs / Copper Cons,Cu,Mine,Unspecified,Shut,COPPER - LEAD - ZINC,BASE METAL,J02534,Historic Copper - Lead - Zinc,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0017681,2021/04/29,,,,,Cu Mine,,,,,,,,,,,,,,,,
